Country Name,Country Code,Time,Time Code,"Completion rate, lower secondary education, adjusted gender parity index (GPIA) [UIS.CR.2.GPIA]","Completion rate, lower secondary education, adjusted location parity index (LPIA) [UIS.CR.2.LPIA]","Completion rate, lower secondary education, adjusted wealth parity index (WPIA) [UIS.CR.2.WPIA]","Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Enrolment in lower secondary education, both sexes (number) [UIS.E.2]","Enrolment in secondary education, both sexes (number) [SE.SEC.ENRL]","Gross enrolment ratio, lower secondary, both sexes (%) [SE.SEC.ENRR.LO]","Gross enrolment ratio, primary and lower secondary, both sexes (%) [UIS.GER.12]","School life expectancy, primary and secondary, both sexes (years) [UIS.SLE.123]","School life expectancy, primary and lower secondary, gender parity index (GPI) [UIS.SLE.1T2.GPI]","School life expectancy, primary and lower secondary, both sexes (years) [UIS.SLE.12]","School life expectancy, secondary, both sexes (years) [UIS.SLE.23]","Gross enrolment ratio, secondary, both sexes (%) [SE.SEC.ENRR]","Completion rate, upper secondary education, adjusted gender parity index (GPIA) [UIS.CR.3.GPIA]","Completion rate, upper secondary education, adjusted location parity index (LPIA) [UIS.CR.3.LPIA]","Completion rate, upper secondary education, adjusted wealth parity index (WPIA) [UIS.CR.3.WPIA]","Completion rate, upper secondary education, both sexes (%) [UIS.CR.3]"
Namibia,NAM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,2018,YR2018,..,..,..,..,802327,1632486,132.70662,114.87503,14.31987,0.98364,10.25797,8.02157,134.27943,..,..,..,..
New Caledonia,NCL,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,2018,YR2018,..,..,..,..,253919,489898.7072,102.72344,101.71822,14.04787,1.00192,10.18082,7.98463,114.63883,..,..,..,..
Nicaragua,NIC,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,2018,YR2018,0.89037,0.58032,0.19076,62.45675,..,..,..,..,..,..,..,..,..,0.75581,0.47949,0.12916,49.29539
North Macedonia,MKD,2018,YR2018,..,..,..,..,83871,155815,88.49859,93.73711,11.35895,0.99791,8.44614,6.45365,79.99045,..,..,..,..
Northern Mariana Islands,MNP,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,2018,YR2018,..,..,..,..,195481,449330,104.73468,101.44938,13.96053,0.99433,10.1473,6.95546,117.45009,..,..,..,..
Oman,OMN,2018,YR2018,..,..,..,..,331686,422440,108.66721,106.19312,12.49119,0.98745,10.50845,8.41713,106.66599,..,..,..,..
Pakistan,PAK,2018,YR2018,0.81741,0.59369,0.15475,49.54959,7362135,13357618,53.63865,79.64506,7.82433,0.85141,6.44832,3.01402,42.67466,0.97257,0.44438,0.02919,23.41096
Palau,PLW,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,2018,YR2018,1.06654,0.83344,0.71822,85.08,..,..,..,..,..,..,..,..,..,1.11002,0.69917,0.45257,67.24
Papua New Guinea,PNG,2018,YR2018,0.99896,0.74121,0.33453,50.21001,..,..,..,..,..,..,..,..,..,0.89196,0.40924,0,16.89189
Paraguay,PRY,2018,YR2018,1.07712,0.81589,0.74446,79.25,..,..,..,..,..,..,..,..,..,1.08425,0.66121,0.44497,63.62
Peru,PER,2018,YR2018,1.00655,0.89003,0.82769,91.36,1764187,2779973,110.58189,108.11607,11.74013,0.95857,9.75727,5.3053,106.44541,1.00818,0.816,0.72903,86.43
Philippines,PHL,2018,YR2018,1.14664,0.92107,0.54384,80.97149,7826794,10562477,92.8941,98.36387,11.19001,1.00547,9.86307,5.05563,84.04539,1.11387,0.89313,0.50681,78.3215
Poland,POL,2018,YR2018,..,..,..,..,1102661,2392353,106.63754,99.86451,12.38314,0.98823,8.97697,6.58212,111.9702,..,..,..,..
Portugal,PRT,2018,YR2018,..,..,..,..,366044,767094,117.01501,110.3887,13.51418,0.97338,9.82738,7.1529,120.83398,..,..,..,..
Puerto Rico,PRI,2018,YR2018,..,..,..,..,109611,218923,83.573,82.67567,10.10722,1.00727,7.50013,5.12197,85.193,..,..,..,..
Qatar,QAT,2018,YR2018,..,..,..,..,59059,107537,97.66984,102.05385,..,0.99671,9.0578,..,..,..,..,..,..
Romania,ROU,2018,YR2018,..,..,..,..,730037,1457948,88.65999,87.90106,11.4918,0.98459,7.91216,7.12548,89.0691,..,..,..,..
Russian Federation,RUS,2018,YR2018,..,..,..,..,7354284,10242404,101.30539,102.91417,11.44418,0.98917,9.25916,7.25421,103.76311,..,..,..,..
Rwanda,RWA,2018,YR2018,..,..,..,..,422093,658285,50.40807,107.59581,10.74334,1.00798,9.79771,2.51336,40.89606,..,..,..,..
Samoa,WSM,2018,YR2018,..,..,..,..,9583,..,106.05356,109.48853,..,1.00819,8.85365,..,..,..,..,..,..
San Marino,SMR,2018,YR2018,..,..,..,..,954,1653,103.13514,106.25,10.8071,1.07488,8.49913,5.40232,67.85714,..,..,..,..
Sao Tome and Principe,STP,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,2018,YR2018,..,..,..,..,1540037,3108384,106.31892,101.76496,12.6034,0.99726,9.22228,6.58673,110.08628,..,..,..,..
Senegal,SEN,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,2018,YR2018,..,..,..,..,283160,534106,100.54648,100.4277,11.61948,0.99653,8.04573,7.60685,95.08724,..,..,..,..
Seychelles,SYC,2018,YR2018,..,..,..,..,4362,7459,106.78091,102.34445,11.71155,1.04336,9.27403,5.66331,81.44791,..,..,..,..
Sierra Leone,SLE,2018,YR2018,..,..,..,..,315500,..,57.7968,95.7155,..,1.02542,8.47522,..,..,..,..,..,..
Singapore,SGP,2018,YR2018,..,..,..,..,78744,166709,100.5632,100.33768,10.23526,0.99782,8.0277,4.21858,105.8443,..,..,..,..
Sint Maarten (Dutch part),SXM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,2018,YR2018,..,..,..,..,254233,441952,94.65468,96.98647,12.18842,0.99106,8.77556,8.17406,91.36261,..,..,..,..
Slovenia,SVN,2018,YR2018,..,..,..,..,54537,147003,98.48668,100.97367,14.00084,1.00074,9.09573,7.85909,114.48921,..,..,..,..
Solomon Islands,SLB,2018,YR2018,..,..,..,..,33226,..,75.32532,96.70589,..,1.00743,9.15706,..,..,..,..,..,..
Somalia,SOM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,2018,YR2018,..,..,..,..,1987116,4878960,101.35436,99.11144,11.9227,0.97118,8.95819,4.98944,100.51117,..,..,..,..
South Sudan,SSD,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,2018,YR2018,..,..,..,..,1662286,3371069,122.58566,108.42453,13.54041,0.9968,9.78059,7.43037,126.17915,..,..,..,..
Sri Lanka,LKA,2018,YR2018,..,..,..,..,1388002,2727965,100.39369,100.26517,13.06974,0.99083,9.02388,8.06232,100.33522,..,..,..,..
St. Kitts and Nevis,KNA,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,2018,YR2018,..,..,..,..,6837,11792,90.11467,98.49083,11.6487,1.00775,9.88528,4.46736,89.36041,..,..,..,..
St. Martin (French part),MAF,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2018,YR2018,..,..,..,..,6300,9808,116.55874,114.40474,13.30817,0.97413,11.43652,5.3603,107.22641,..,..,..,..
Sudan,SDN,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,2018,YR2018,1.2803,0.6713,0.30183,50.45004,38703,58408,94.54976,103.16897,12.30114,1.04311,10.37386,5.75845,82.26363,1.28834,0.49058,0,23.36249
Sweden,SWE,2018,YR2018,..,..,..,..,382256,934541,120.49426,126.08839,16.18296,1.01024,11.09768,8.62908,151.70455,..,..,..,..
Switzerland,CHE,2018,YR2018,..,..,..,..,256131,608878,104.81364,105.25529,13.4139,0.99535,9.45502,7.10525,102.57068,..,..,..,..
Syrian Arab Republic,SYR,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,2018,YR2018,..,..,..,..,1991021,2148466,39.29164,76.57452,8.38127,1.02915,8.23555,1.74488,29.43508,..,..,..,..
Thailand,THA,2018,YR2018,..,..,..,..,3144437,6265551,121.77022,107.35352,12.80007,0.9619,9.47128,6.87921,117.73881,..,..,..,..
Timor-Leste,TLS,2018,YR2018,..,..,..,..,89598,155832,94.84984,108.38258,12.06033,0.99295,9.77714,5.16202,83.61746,..,..,..,..
Togo,TGO,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,2018,YR2018,1.14846,0.7241,0.55482,74.23895,509713,..,107.72689,113.03378,..,1.00392,10.18863,..,..,1.3006,0.51749,0.30321,48.78103
Turkey,TUR,2018,YR2018,..,..,..,..,5590134,11279561,103.93949,99.42494,12.18984,0.99939,7.95904,8.39491,104.47883,..,..,..,..
Turkmenistan,TKM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2018,YR2018,..,..,..,..,1506,2316,82.52055,104.09474,10.79889,1.00396,9.41774,3.84843,76.53668,..,..,..,..
Tuvalu,TUV,2018,YR2018,..,..,..,..,598,1089,62.22685,76.88,9.78763,0.92055,7.62948,4.62812,66.72794,..,..,..,..
Uganda,UGA,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,2018,YR2018,..,..,..,..,1796094,2376848,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,2018,YR2018,..,..,..,..,2619718.454,6173690.588,118.56526,106.49905,14.2849,0.98772,9.58681,8.21977,120.78358,..,..,..,..
United States,USA,2018,YR2018,..,..,..,..,12681766.13,24871356.56,102.06858,101.5287,12.02165,0.99532,9.13092,5.95231,99.27558,..,..,..,..
Uruguay,URY,2018,YR2018,1.13256,0.94676,0.53485,73.21,181824,355851,125.94045,112.79603,13.62045,0.99995,10.06341,7.27057,121.17624,1.26677,0.74547,0.17933,40.35
Uzbekistan,UZB,2018,YR2018,..,..,..,..,2497050,3949245,96.92569,100.43792,11.75262,0.986,8.99398,7.59146,94.98807,..,..,..,..
Vanuatu,VUT,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,2018,YR2018,..,..,..,..,5373639,..,101.09146,106.58147,..,1.02399,9.57881,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,2018,YR2018,..,..,..,..,533831,764986,97.60535,98.07989,11.06386,1.01719,8.81313,7.12398,89.48775,..,..,..,..
"Yemen, Rep.",YEM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,2018,YR2018,0.89031,0.46382,0.17249,51.08693,..,..,..,..,..,..,..,..,..,0.81853,0.27485,0,28.96631
Zimbabwe,ZWE,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,2019,YR2019,..,..,..,..,139426,256072,97.19145,101.20309,11.82409,1.03482,9.06946,6.59322,95.08659,..,..,..,..
Algeria,DZA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,2019,YR2019,..,..,..,..,3016,4567,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,2019,YR2019,..,..,..,..,167913,248972,89.82715,90.78265,10.59867,1.01557,8.20003,6.91571,86.47233,..,..,..,..
Aruba,ABW,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,2019,YR2019,..,..,..,..,654631,967454,102.68045,100.26864,11.59742,1.00737,9.15157,7.62075,94.77549,..,..,..,..
"Bahamas, The",BHS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,2019,YR2019,..,..,..,..,53063,102003,98.17936,98.07545,11.68256,1.01444,8.83111,5.7911,97.11242,..,..,..,..
Bangladesh,BGD,2019,YR2019,1.1612,0.95083,0.52364,64.75245,8348401,15710974,91.39199,..,..,..,..,5.09006,72.55813,0.86597,0.77828,0.24145,29.36274
Barbados,BRB,2019,YR2019,..,..,..,..,11023,19121,100.29115,100.32123,11.14334,0.97823,9.01999,5.12738,102.7072,..,..,..,..
Belarus,BLR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,2019,YR2019,..,..,..,..,30786,40641,99.08912,105.87038,11.80773,0.97012,10.57304,5.18833,86.38567,..,..,..,..
Benin,BEN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,2019,YR2019,..,..,..,..,122714,240189,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,2019,YR2019,..,..,..,..,13664,42679,109.01548,102.25977,12.48907,1.00452,8.19104,6.46774,92.09572,..,..,..,..
Bulgaria,BGR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,2019,YR2019,..,..,..,..,1046425,1342143,53.57202,79.64652,8.85363,1.02892,8.09781,3.06747,41.3111,..,..,..,..
Burundi,BDI,2019,YR2019,..,..,..,..,371417,650269,48.74527,98.55453,10.15777,1.04856,8.82769,2.87905,45.09125,..,..,..,..
Cabo Verde,CPV,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,2019,YR2019,..,..,..,..,638712,..,70.09408,95.20977,..,1.00109,8.6104,..,..,..,..,..,..
Cameroon,CMR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,2019,YR2019,..,..,..,..,361516,537388,22.99201,65.2094,6.91521,0.74361,6.39642,1.47792,20.55504,..,..,..,..
Channel Islands,CHI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,2019,YR2019,..,..,..,..,46744505,86101697,..,99.45653,..,..,..,..,..,..,..,..,..
Colombia,COL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,2019,YR2019,..,..,..,..,298368,504316,139.86874,124.06309,13.72097,1.00377,10.99259,6.80092,141.36398,..,..,..,..
Cote d'Ivoire,CIV,2019,YR2019,..,..,..,..,1658387,2227143,68.92087,88.50732,9.91346,0.90065,8.86229,3.87374,54.61299,..,..,..,..
Croatia,HRV,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,2019,YR2019,..,..,..,..,351128,771999,93.85613,99.81291,12.1546,0.95536,8.97253,5.99103,100.33962,..,..,..,..
Curacao,CUW,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,2019,YR2019,..,..,..,..,41857,65499,58.74254,68.03318,7.4135,1.02459,6.11273,3.63794,51.97055,..,..,..,..
Dominica,DMA,2019,YR2019,..,..,..,..,3124,4863,111.57143,103.8897,12.03207,0.96221,10.33671,5.00841,101.05985,..,..,..,..
Dominican Republic,DOM,2019,YR2019,..,..,..,..,535465,940592,92.67548,105.72179,11.64063,0.96867,9.52085,4.90281,81.59329,..,..,..,..
Ecuador,ECU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,2019,YR2019,..,..,..,..,5407347,9413798,100.95944,104.77166,11.76487,1.00279,9.43622,5.36008,89.48068,..,..,..,..
El Salvador,SLV,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2019,YR2019,..,..,..,..,69792,..,109.83429,113.9536,..,0.98369,11.37792,..,..,..,..,..,..
Finland,FIN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,2019,YR2019,..,..,..,..,104526,..,65.94118,90.91778,..,1.11223,8.29403,..,..,..,..,..,..
Georgia,GEO,2019,YR2019,..,..,..,..,147728,282929,108.14404,101.95222,12.30336,1.00567,9.22797,6.32295,106.29635,..,..,..,..
Germany,DEU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,2019,YR2019,..,..,..,..,1678132,2851160,85.42359,98.79058,11.00566,1.01604,9.05724,4.57096,74.67949,..,..,..,..
Gibraltar,GIB,2019,YR2019,..,..,..,..,1338,2157,96.32829,103.85749,11.11123,1.00073,9.35543,4.64572,92.89406,..,..,..,..
Greece,GRC,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,2019,YR2019,..,..,..,..,778888,1195065,66.49916,90.01367,9.1789,0.96006,8.11403,3.0708,51.14958,..,..,..,..
Guinea,GIN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,2019,YR2019,..,..,..,..,449824,688235,72.33397,84.95332,8.81228,1.01566,7.65688,3.3297,66.2409,..,..,..,..
"Hong Kong SAR, China",HKG,2019,YR2019,..,..,..,..,169689,341388,109.47536,109.36998,12.90588,1.02811,9.85402,6.3347,107.74028,..,..,..,..
Hungary,HUN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,2019,YR2019,..,..,..,..,64175899,130932819,83.90798,91.89941,10.014,1.02763,7.37265,5.1602,73.79297,..,..,..,..
Indonesia,IDN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,2019,YR2019,..,..,..,..,121435,203115,86.53408,85.56197,9.34641,0.99022,7.68548,4.24346,85.35463,..,..,..,..
Japan,JPN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,2019,YR2019,..,..,..,..,612388,832784,70.43217,77.44903,8.80976,0.98821,7.72842,3.89966,65.19398,..,..,..,..
Kazakhstan,KAZ,2019,YR2019,..,..,..,..,1439532,1928070,111.97469,108.01072,11.79355,1.00917,9.49419,7.69795,113.22753,..,..,..,..
Kenya,KEN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,2019,YR2019,1.22087,0.84607,0.69193,78.35626,..,..,..,..,..,..,..,..,..,1.38234,0.27744,0,16.72677
"Korea, Dem. People’s Rep.",PRK,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,2019,YR2019,..,..,..,..,536768,697776,101.77645,103.89658,10.81629,0.98748,9.19193,6.64519,96.36685,..,..,..,..
Lao PDR,LAO,2019,YR2019,..,..,..,..,444447,666155,75.45392,89.38967,9.63328,0.96087,8.06183,4.61782,65.76873,..,..,..,..
Latvia,LVA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,2019,YR2019,..,..,..,..,223205,406169,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,2019,YR2019,..,..,..,..,13214,26022,106.63331,102.8163,12.01571,0.98031,9.34215,5.87068,101.03669,..,..,..,..
Madagascar,MDG,2019,YR2019,..,..,..,..,1101651,1494520,43.2865,95.6377,9.33352,1.01891,8.63964,2.49228,34.5955,..,..,..,..
Malawi,MWI,2019,YR2019,..,..,..,..,820836,989847,44.59817,108.01407,11.17694,0.98263,10.75312,2.26244,37.08491,..,..,..,..
Malaysia,MYS,2019,YR2019,..,..,..,..,1345080,2602216,89.37664,..,..,..,..,5.02569,83.74816,..,..,..,..
Maldives,MDV,2019,YR2019,..,..,..,..,17361,21293,108.1278,100.47729,10.92952,0.96187,10.16662,4.07299,81.32687,..,..,..,..
Mali,MLI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,2019,YR2019,..,..,..,..,2705,5764,44.00521,65.21654,8.65485,0.9851,6.52486,3.88998,63.94497,..,..,..,..
Mauritania,MRT,2019,YR2019,..,..,..,..,181580,259873,46.41094,80.58934,9.06039,1.0639,8.16125,2.8194,39.40897,..,..,..,..
Mauritius,MUS,2019,YR2019,..,..,..,..,58325,122055,116.35214,105.71215,12.74548,1.00481,9.36861,6.79694,97.1211,..,..,..,..
Mexico,MEX,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,2019,YR2019,..,..,..,..,3906,..,83.26583,93.45671,..,0.99389,7.48685,..,..,..,..,..,..
