Country Name,Country Code,Time,Time Code,"Completion rate, primary education, adjusted wealth parity index (WPIA) [UIS.CR.1.WPIA]","Completion rate, primary education, both sexes (%) [UIS.CR.1]","Enrolment in primary education, both sexes (number) [SE.PRM.ENRL]","Gross enrolment ratio, primary, both sexes (%) [SE.PRM.ENRR]",Proportion of primary schools with access to electricity (%) [UIS.SCHBSP.1.WELEC],Proportion of primary schools with access to basic drinking water (%) [UIS.SCHBSP.1.WWATA],"School life expectancy, primary, both sexes (years) [UIS.SLE.1]","Total net attendance rate, primary, both sexes (%) [UIS.NART.1]","Total net enrolment rate, primary, both sexes (%) [UIS.NERT.1]",Proportion of primary schools with access to Internet for pedagogical purposes (%) [UIS.SCHBSP.1.WINTERN],"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%) [UIS.MATH.PRIMARY]"
Marshall Islands,MHL,2002,YR2002,..,..,8757,123.02613,..,..,7.13176,..,99.45585,..,..
Mauritania,MRT,2002,YR2002,..,..,375695,84.6484,..,..,5.1908,..,63.6185,..,..
Mauritius,MUS,2002,YR2002,..,..,132432,101.50146,..,..,6.09718,..,99.36867,..,..
Mexico,MEX,2002,YR2002,0.86534,92.07,14843381,109.425,..,..,6.57938,97.56,99.80446,..,..
"Micronesia, Fed. Sts.",FSM,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,2002,YR2002,..,..,224495,99.47889,..,..,3.99339,..,100,..,..
Monaco,MCO,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,2002,YR2002,..,..,241258,102.07097,..,..,4.09485,..,93.14444,..,..
Montenegro,MNE,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,2002,YR2002,..,..,4029112,102.42845,..,..,6.15202,..,85.40091,..,..
Mozambique,MOZ,2002,YR2002,..,..,3023321,84.97401,..,..,6.37234,..,57.07028,..,..
Myanmar,MMR,2002,YR2002,..,..,4778851,97.10213,..,..,4.85112,..,88.72686,..,..
Namibia,NAM,2002,YR2002,..,..,404783,115.99497,..,..,8.2582,..,93.46211,..,..
Nauru,NRU,2002,YR2002,..,..,1566,109.58712,..,..,6.57523,..,..,..,..
Nepal,NPL,2002,YR2002,..,..,3853618,117.25163,..,..,5.86258,..,..,..,..
Netherlands,NLD,2002,YR2002,..,..,1287069,107.4584,100,100,6.45416,..,99.42959,100,..
New Caledonia,NCL,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,2002,YR2002,..,..,354421,97.38499,..,..,5.8413,..,..,..,..
Nicaragua,NIC,2002,YR2002,..,..,923391,114.54247,..,..,6.89697,..,95.81954,..,..
Niger,NER,2002,YR2002,..,..,760987,39.53921,..,..,2.34068,..,34.11674,..,..
Nigeria,NGA,2002,YR2002,..,..,19806082,98.00531,..,..,5.88032,..,..,..,..
North Macedonia,MKD,2002,YR2002,..,..,121109,94.87806,..,..,3.80784,..,95.4711,..,..
Northern Mariana Islands,MNP,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,2002,YR2002,..,..,429445,100.19949,100,100,7.01696,..,99.86583,100,..
Oman,OMN,2002,YR2002,..,..,316633,92.71776,..,..,5.57951,..,85.05895,..,..
Pakistan,PAK,2002,YR2002,..,..,14489107,70.8949,..,..,3.52902,..,55.29802,..,..
Palau,PLW,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,2002,YR2002,0.77894,90.07,419904,108.83784,..,..,6.54695,96.32,98.92796,..,..
Papua New Guinea,PNG,2002,YR2002,..,..,514735,57.84833,..,..,3.4709,..,..,..,..
Paraguay,PRY,2002,YR2002,..,79.4879,962661,116.56947,..,..,7.08994,..,97.19796,..,..
Peru,PER,2002,YR2002,0.75596,87.45,4283046,116.167,..,..,7.0006,97.31,99.52684,..,..
Philippines,PHL,2002,YR2002,..,..,12826218,108.01923,..,..,6.55705,..,91.01687,..,..
Poland,POL,2002,YR2002,..,..,3105262,97.06549,100,100,5.81021,..,95.81566,100,..
Portugal,PRT,2002,YR2002,..,..,769910,119.0269,100,100,7.08861,..,100,100,..
Puerto Rico,PRI,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,2002,YR2002,..,..,64255,108.28278,..,..,6.47093,..,98.25771,..,..
Romania,ROU,2002,YR2002,..,..,1028697,100.37038,..,..,4.02487,..,93.7875,..,..
Russian Federation,RUS,2002,YR2002,..,..,5554607,113.94554,..,..,3.46157,..,..,..,..
Rwanda,RWA,2002,YR2002,..,22.16598,1534510,113.04974,..,..,6.8285,..,81.17581,..,..
Samoa,WSM,2002,YR2002,..,..,30530,104.95737,..,..,6.29744,..,..,..,..
San Marino,SMR,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,2002,YR2002,..,..,28780,120.64557,..,..,7.24872,..,95.47684,..,..
Saudi Arabia,SAU,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,2002,YR2002,..,32.78579,1197081,72.17027,..,..,4.42853,..,..,..,..
Serbia,SRB,2002,YR2002,..,..,338950,102.11952,..,..,4.08478,..,..,..,..
Seychelles,SYC,2002,YR2002,..,..,9623,105.45753,..,..,6.31175,..,98.7726,..,..
Sierra Leone,SLE,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,2002,YR2002,..,..,284312,99.50024,..,..,3.90485,..,93.57598,..,..
Slovenia,SVN,2002,YR2002,..,..,86021,105.2309,100,100,4.23853,..,97.03101,100,..
Solomon Islands,SLB,2002,YR2002,..,..,66480,94.82242,..,..,5.68935,..,..,..,..
Somalia,SOM,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,2002,YR2002,..,..,7465728,103.96845,..,..,7.28067,..,92.15813,..,..
South Sudan,SSD,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,2002,YR2002,..,..,2490744,103.5991,100,100,6.20331,..,99.9062,..,..
Sri Lanka,LKA,2002,YR2002,..,..,1729014,106.04553,..,..,5.29725,..,99.92302,..,..
St. Kitts and Nevis,KNA,2002,YR2002,..,..,6440,106.72854,..,..,7.47461,..,95.08106,..,..
St. Lucia,LCA,2002,YR2002,..,..,24954,103.57795,..,..,7.26142,..,98.82019,..,..
St. Martin (French part),MAF,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2002,YR2002,..,..,18130,114.47152,..,..,8.02023,..,99.00392,..,..
Sudan,SDN,2002,YR2002,..,..,2771373,59.81577,..,..,3.58895,..,..,..,..
Suriname,SUR,2002,YR2002,..,..,64023,104.12106,..,..,6.24726,..,..,..,..
Sweden,SWE,2002,YR2002,..,..,785774,108.50175,..,..,6.53651,..,99.73428,..,..
Switzerland,CHE,2002,YR2002,..,..,536423,104.62748,..,..,6.28069,..,99.50747,..,..
Syrian Arab Republic,SYR,2002,YR2002,..,..,2904569,111.76212,..,..,6.67921,..,97.70379,..,..
Tajikistan,TJK,2002,YR2002,..,..,684542,97.00954,..,..,3.88072,..,97.84296,..,..
Tanzania,TZA,2002,YR2002,..,59.70567,5981338,89.36427,..,..,6.41409,..,73.12778,..,..
Thailand,THA,2002,YR2002,..,..,6056420,98.6697,..,..,5.89471,..,..,..,..
Timor-Leste,TLS,2002,YR2002,..,..,184047,116.05355,..,..,6.96321,..,..,..,..
Togo,TGO,2002,YR2002,..,..,977534,120.33631,..,..,7.29778,..,91.00874,..,..
Tonga,TON,2002,YR2002,..,..,17105,109.30411,..,..,6.55825,..,..,..,..
Trinidad and Tobago,TTO,2002,YR2002,..,..,141427,96.51612,..,..,6.72991,..,94.54249,..,..
Tunisia,TUN,2002,YR2002,..,..,1325707,114.30154,..,..,6.80326,..,99.27495,..,..
Turkey,TUR,2002,YR2002,..,..,6755124,106.66116,..,..,5.33319,..,96.71826,..,..
Turkmenistan,TKM,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2002,YR2002,..,..,2137,89.15311,..,..,5.46244,..,82.2695,..,..
Tuvalu,TUV,2002,YR2002,..,..,1283,101.50316,..,..,6.09019,..,..,..,..
Uganda,UGA,2002,YR2002,..,36.19534,7354153,137.745,..,..,10.10287,..,..,..,..
Ukraine,UKR,2002,YR2002,..,..,2047085,124.92075,..,..,3.7773,..,96.35774,..,..
United Arab Emirates,ARE,2002,YR2002,..,..,285744,..,..,..,..,..,..,..,..
United Kingdom,GBR,2002,YR2002,..,..,4536143,99.82263,..,..,5.98782,..,99.82305,..,..
United States,USA,2002,YR2002,..,..,..,99.8794,..,..,5.99361,..,97.36396,..,..
Uruguay,URY,2002,YR2002,..,..,364858,110.28098,..,..,6.64844,..,..,..,..
Uzbekistan,UZB,2002,YR2002,..,..,2567685,98.43727,..,..,3.93749,..,..,..,..
Vanuatu,VUT,2002,YR2002,..,..,37470,121.65584,..,..,7.40698,..,99.21647,..,..
"Venezuela, RB",VEN,2002,YR2002,0.82767,88.18,3506780,106.68163,..,..,6.41022,96.09,97.48636,..,..
Vietnam,VNM,2002,YR2002,..,89.05,9336913,103.07186,..,..,5.14688,..,93.92612,..,..
Virgin Islands (U.S.),VIR,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,2002,YR2002,..,..,402370,93.35211,..,..,3.73096,..,89.51404,..,..
"Yemen, Rep.",YEM,2002,YR2002,..,..,2783371,79.8029,..,..,4.78817,..,..,..,..
Zambia,ZMB,2002,YR2002,..,..,1731579,82.03744,..,..,5.88032,..,69.81638,..,..
Zimbabwe,ZWE,2002,YR2002,..,..,2399250,105.3282,..,..,7.35807,..,90.32824,..,..
Afghanistan,AFG,2003,YR2003,..,..,3781015,93.36218,..,..,5.60173,..,..,..,..
Albania,ALB,2003,YR2003,..,..,252829,100.00514,..,..,3.98159,..,91.69871,..,..
Algeria,DZA,2003,YR2003,..,..,4612574,105.92675,..,..,6.31702,..,94.35822,..,..
American Samoa,ASM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,2003,YR2003,..,..,4142,..,..,..,..,..,..,..,..
Angola,AGO,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2003,YR2003,..,..,4885664,114.49467,..,..,6.92528,..,99.66229,..,..
Armenia,ARM,2003,YR2003,..,..,143822,94.19894,..,..,2.85809,..,85.53043,..,42.74586
Aruba,ABW,2003,YR2003,..,..,9897,109.2143,..,..,6.60166,..,96.67844,..,..
Australia,AUS,2003,YR2003,..,..,1931817,101.67431,100,100,7.10098,..,97.4839,100,64.86305
Austria,AUT,2003,YR2003,..,..,379920,100.46382,..,..,3.99285,..,96.15936,..,..
Azerbaijan,AZE,2003,YR2003,..,..,635652,96.21324,..,..,3.81024,..,86.56848,..,..
"Bahamas, The",BHS,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,2003,YR2003,..,..,81887,99.80986,..,..,6.03158,..,93.38639,..,..
Bangladesh,BGD,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,2003,YR2003,..,..,23074,96.64907,..,..,5.79279,..,93.76728,..,..
Belarus,BLR,2003,YR2003,..,..,437005,102.3793,..,..,4.04413,..,99.46826,..,..
Belgium,BEL,2003,YR2003,..,..,761730,102.36091,100,100,6.13988,..,98.80631,..,..
Belize,BLZ,2003,YR2003,..,..,47187,111.15116,..,..,6.75675,..,94.0122,..,..
Benin,BEN,2003,YR2003,..,..,1233214,99.79704,..,..,6.07689,..,84.60479,..,..
Bermuda,BMU,2003,YR2003,..,..,4879,97.40467,..,..,5.84428,..,..,..,..
Bhutan,BTN,2003,YR2003,..,..,93974,84.15406,..,..,5.89078,..,..,..,..
Bolivia,BOL,2003,YR2003,0.62886,87.63755,1494321,116.04538,..,..,7.02942,83.24668,99.49135,..,..
Bosnia and Herzegovina,BIH,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,2003,YR2003,..,..,330376,111.34643,..,..,7.84487,..,87.66034,..,..
Brazil,BRA,2003,YR2003,0.86183,92.26,18919122,140.54449,..,..,5.65384,95.56,94.29506,..,..
British Virgin Islands,VGB,2003,YR2003,..,..,2780,108.67866,..,..,7.68872,..,98.44622,..,..
Brunei Darussalam,BRN,2003,YR2003,..,..,46242,110.65327,..,..,6.6392,..,..,..,..
Bulgaria,BGR,2003,YR2003,..,..,333016,104.63383,..,..,4.16318,..,96.68016,..,..
Burkina Faso,BFA,2003,YR2003,0.12967,25.81669,1012150,49.31104,..,..,2.95581,33.57798,39.04855,..,..
Burundi,BDI,2003,YR2003,..,..,894859,71.1733,..,..,4.35018,..,52.98084,..,..
Cabo Verde,CPV,2003,YR2003,..,..,87843,115.39917,..,..,6.93298,..,96.69474,..,..
Cambodia,KHM,2003,YR2003,..,..,2772113,131.48352,..,..,7.88597,..,98.06397,..,..
Cameroon,CMR,2003,YR2003,..,..,2798523,100.92099,..,..,6.05526,..,..,..,..
Canada,CAN,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,2003,YR2003,..,..,414537,67.35007,..,..,4.041,..,..,..,..
Chad,TCD,2003,YR2003,..,..,1164093,71.66939,..,..,4.46988,..,57.60047,..,..
Channel Islands,CHI,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,2003,YR2003,0.94371,96.42,1713538,99.72118,..,..,5.97196,99.04,..,..,..
China,CHN,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,2003,YR2003,0.74909,83.01,..,..,..,..,..,94.96,..,..,..
Comoros,COM,2003,YR2003,..,..,104274,110.33235,..,..,6.61994,..,..,..,..
"Congo, Dem. Rep.",COD,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,2003,YR2003,..,..,509507,97.95951,..,..,5.87757,..,..,..,..
Costa Rica,CRI,2003,YR2003,0.78262,87.58,..,..,..,..,..,97.94,..,..,..
Cote d'Ivoire,CIV,2003,YR2003,..,..,2046165,71.86367,..,..,4.28425,..,56.0829,..,..
Croatia,HRV,2003,YR2003,..,..,192004,101.75686,..,..,4.08067,..,99.73383,..,..
Cuba,CUB,2003,YR2003,..,..,925335,101.83209,..,..,6.07864,..,98.53294,..,..
Curacao,CUW,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,2003,YR2003,..,..,62868,97.61051,..,..,5.85481,..,99.19729,..,..
Czech Republic,CZE,2003,YR2003,..,..,566581,99.02735,..,..,4.82492,..,..,..,..
Denmark,DNK,2003,YR2003,..,..,..,..,100,100,..,..,..,100,..
Djibouti,DJI,2003,YR2003,..,..,46364,40.16494,..,..,2.4099,..,..,..,..
Dominica,DMA,2003,YR2003,..,..,10460,95.57749,..,..,6.73907,..,92.1144,..,..
Dominican Republic,DOM,2003,YR2003,0.77442,78.65,1374624,115.84297,..,..,7.01169,96.25,90.87776,..,..
Ecuador,ECU,2003,YR2003,0.83181,88.95,1987465,111.72212,..,..,6.72852,95.74,99.12592,..,..
"Egypt, Arab Rep.",EGY,2003,YR2003,..,..,7874308,95.33437,..,..,4.76194,..,91.53731,..,..
El Salvador,SLV,2003,YR2003,0.59632,73.9,1016098,115.48497,..,..,7.09854,91.51,95.65734,..,..
Equatorial Guinea,GNQ,2003,YR2003,..,..,73771,94.71421,..,..,4.94549,..,67.67795,..,..
Eritrea,ERI,2003,YR2003,..,..,359299,101.58068,..,..,5.01013,..,73.08769,..,..
Estonia,EST,2003,YR2003,..,..,100171,101.18794,100,100,6.02986,..,99.44285,100,..
Eswatini,SWZ,2003,YR2003,..,..,208444,103.27497,..,..,7.34612,..,..,..,..
Ethiopia,ETH,2003,YR2003,..,..,7623074,65.08452,..,..,4.12894,..,47.54802,..,..
Faroe Islands,FRO,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2003,YR2003,..,..,113432,108.66279,..,..,6.52954,..,99.36104,..,..
Finland,FIN,2003,YR2003,..,..,392741,99.67439,100,100,5.98295,..,98.9592,100,..
France,FRA,2003,YR2003,..,..,3791555,99.97545,100,100,4.98963,..,96.0672,..,..
French Polynesia,PYF,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,2003,YR2003,..,..,279816,137.52537,..,..,8.25152,..,..,..,..
"Gambia, The",GMB,2003,YR2003,..,..,196426,80.64458,..,..,4.96227,..,65.33112,..,..
Georgia,GEO,2003,YR2003,..,..,239298,106.90965,..,..,4.21659,..,..,..,..
Germany,DEU,2003,YR2003,..,..,3303737,102.09838,100,100,4.03598,..,96.38925,..,..
Ghana,GHA,2003,YR2003,0.33086,57.78,2524237,77.61262,..,..,4.76544,..,65.83247,..,..
Gibraltar,GIB,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,2003,YR2003,..,..,652052,97.95395,..,..,5.8746,..,97.43913,..,..
Greenland,GRL,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,2003,YR2003,..,..,16598,111.86898,..,..,7.82971,..,98.31922,..,..
Guam,GUM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,2003,YR2003,..,..,1073458,73.02694,..,..,4.48762,..,59.10019,..,..
Guinea-Bissau,GNB,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,2003,YR2003,..,..,110828,97.4295,..,..,5.82947,..,92.80452,..,..
Haiti,HTI,2003,YR2003,..,37.16887,..,..,..,..,..,..,..,..,..
Honduras,HND,2003,YR2003,..,..,1255859,108.74321,..,..,6.67834,..,90.41757,..,..
"Hong Kong SAR, China",HKG,2003,YR2003,..,..,487465,..,..,..,..,..,..,..,..
Hungary,HUN,2003,YR2003,..,..,464013,98.11929,100,100,3.94659,..,96.95141,82.37037,75.9732
Iceland,ISL,2003,YR2003,..,..,31470,98.28539,..,..,6.88709,..,98.28852,..,..
India,IND,2003,YR2003,..,..,125568597,102.68291,..,..,5.12101,..,88.46232,..,..
Indonesia,IDN,2003,YR2003,0.82039,90.65061,29050834,109.52653,..,..,6.57438,95.12228,94.9515,..,..
"Iran, Islamic Rep.",IRN,2003,YR2003,..,..,7028924,102.29066,..,..,5.0555,..,96.04654,..,..
Iraq,IRQ,2003,YR2003,..,..,4280602,105.96378,..,..,6.43327,..,94.37695,..,..
Ireland,IRL,2003,YR2003,..,..,447618,102.71863,..,..,8.21452,..,99.98098,..,..
Isle of Man,IMN,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,2003,YR2003,..,..,702128,106.67072,100,100,6.41804,..,99.85229,..,..
Italy,ITA,2003,YR2003,..,..,2778877,102.4251,100,100,5.1203,..,99.62614,..,..
Jamaica,JAM,2003,YR2003,..,..,325302,94.6986,..,..,5.68846,..,90.81578,..,..
Japan,JPN,2003,YR2003,..,..,7268928,..,..,..,..,..,..,..,..
Jordan,JOR,2003,YR2003,..,..,786154,97.90626,..,..,5.8459,..,94.38457,..,..
Kazakhstan,KAZ,2003,YR2003,..,..,1120005,102.66582,..,..,4.15038,..,99.58806,..,..
Kenya,KEN,2003,YR2003,0.36934,55.18279,5811381,101.82242,..,..,6.31051,90.36646,83.32228,..,..
Kiribati,KIR,2003,YR2003,..,..,15798,116.16176,..,..,6.96971,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,2003,YR2003,..,..,4185330,99.91718,100,100,5.99737,..,98.7193,100,..
Kosovo,XKX,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,2003,YR2003,..,..,154056,101.22011,..,..,4.05132,..,92.68112,..,..
Kyrgyz Republic,KGZ,2003,YR2003,..,..,449399,96.81401,..,..,3.89391,..,94.14957,..,..
Lao PDR,LAO,2003,YR2003,..,..,875300,108.46707,..,..,5.54398,..,79.17625,..,..
Latvia,LVA,2003,YR2003,..,..,103359,105.01615,..,..,4.1537,..,..,..,..
Lebanon,LBN,2003,YR2003,..,..,471777,..,..,..,..,..,..,..,..
Lesotho,LSO,2003,YR2003,..,..,429720,122.33116,..,..,8.52553,..,81.89657,..,..
Liberia,LBR,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,2003,YR2003,..,..,739028,103.25196,..,..,6.19512,..,..,..,..
Liechtenstein,LIE,2003,YR2003,..,..,2218,106.1244,..,..,5.32494,..,99.27602,..,..
Lithuania,LTU,2003,YR2003,..,..,183542,102.96309,..,..,4.12228,..,99.88949,..,78.93038
Luxembourg,LUX,2003,YR2003,..,..,34081,99.41079,..,..,5.97689,..,95.87842,..,..
"Macao SAR, China",MAC,2003,YR2003,..,..,41917,101.18525,..,..,5.87364,..,87.14575,..,..
Madagascar,MDG,2003,YR2003,..,..,2856480,118.25474,..,..,6.25304,..,78.08813,..,..
Malawi,MWI,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,2003,YR2003,..,..,3056266,97.37121,..,..,5.8416,..,97.09317,..,..
Maldives,MDV,2003,YR2003,..,..,66169,123.93519,..,..,8.67546,..,..,..,..
Mali,MLI,2003,YR2003,..,..,1294672,67.69084,..,..,4.07073,..,51.59715,..,..
Malta,MLT,2003,YR2003,..,..,31710,103.07502,..,..,6.13205,..,..,..,..
Marshall Islands,MHL,2003,YR2003,..,..,7602,110.94571,..,..,6.65674,..,..,..,..
Mauritania,MRT,2003,YR2003,..,..,394401,87.07693,..,..,5.33346,..,67.00579,..,..
Mauritius,MUS,2003,YR2003,..,..,129616,101.41462,..,..,6.06516,..,99.09964,..,..
Mexico,MEX,2003,YR2003,..,..,14857191,109.50614,..,..,6.58471,..,99.76683,..,..
"Micronesia, Fed. Sts.",FSM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,2003,YR2003,..,..,212552,99.48654,..,..,3.99837,..,98.90147,..,65.75611
Monaco,MCO,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,2003,YR2003,..,..,238676,105.41341,..,..,4.21118,..,85.97644,..,..
Montenegro,MNE,2003,YR2003,..,..,37009,107.35648,..,..,4.30365,..,100,..,..
Morocco,MAR,2003,YR2003,..,..,4101157,105.00376,..,..,6.30068,..,86.91408,..,..
Mozambique,MOZ,2003,YR2003,0.03284,10.90394,..,..,..,..,..,68.59923,..,..,..
Myanmar,MMR,2003,YR2003,..,..,4889325,98.86146,..,..,4.94401,..,90.53915,..,..
Namibia,NAM,2003,YR2003,..,..,408912,116.02151,..,..,8.24884,..,93.76981,..,..
Nauru,NRU,2003,YR2003,..,..,1375,97.10452,..,..,5.82627,..,..,..,..
Nepal,NPL,2003,YR2003,..,..,3928684,114.84274,..,..,5.83801,..,79.86805,..,..
Netherlands,NLD,2003,YR2003,..,..,1290625,107.49457,100,100,6.45439,..,98.9464,100,..
New Caledonia,NCL,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,2003,YR2003,..,..,356442,98.43256,..,..,5.90503,..,..,..,..
Nicaragua,NIC,2003,YR2003,..,..,927217,115.51947,..,..,6.93117,..,..,..,..
Niger,NER,2003,YR2003,..,..,857592,42.72102,..,..,2.51717,..,37.82524,..,..
Nigeria,NGA,2003,YR2003,0.32154,58.73298,20600796,99.46706,..,..,5.96802,70.64277,..,..,..
North Macedonia,MKD,2003,YR2003,..,..,116635,93.17681,..,..,3.74354,..,94.17141,..,..
Northern Mariana Islands,MNP,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,2003,YR2003,..,..,432618,99.98498,100,100,7.00092,..,100,100,43.99862
Oman,OMN,2003,YR2003,..,..,314064,91.91731,..,..,5.52674,..,83.71376,..,..
Pakistan,PAK,2003,YR2003,..,..,15093960,72.72244,..,..,3.6216,..,56.7235,..,..
Palau,PLW,2003,YR2003,..,..,1985,113.23446,..,..,5.66172,..,..,..,..
Panama,PAN,2003,YR2003,0.7897,91.32,419903,107.53756,..,..,6.45225,96.67,..,..,..
Papua New Guinea,PNG,2003,YR2003,..,..,496616,54.60187,..,..,3.27611,..,..,..,..
Paraguay,PRY,2003,YR2003,0.73246,81.2,935722,112.4251,..,..,6.7868,94.2,96.69653,..,..
Peru,PER,2003,YR2003,0.77949,86.71,4200489,114.60995,..,..,6.88964,97.77,98.03598,..,..
Philippines,PHL,2003,YR2003,..,..,12970635,107.869,..,..,6.54781,..,90.4052,..,..
Poland,POL,2003,YR2003,..,..,2983070,96.00685,100,100,5.74478,..,94.90416,100,..
Portugal,PRT,2003,YR2003,..,..,767872,119.46276,100,100,7.12305,..,99.32458,100,..
Puerto Rico,PRI,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,2003,YR2003,..,..,66473,111.29659,..,..,6.66964,..,96.71782,..,..
Romania,ROU,2003,YR2003,..,..,990807,104.71555,..,..,4.18572,..,97.4968,..,..
Russian Federation,RUS,2003,YR2003,..,..,5416925,121.05115,..,..,3.67092,..,..,..,76.48347
Rwanda,RWA,2003,YR2003,..,..,1636563,120.32339,..,..,7.23099,..,85.50278,..,..
Samoa,WSM,2003,YR2003,..,..,31059,107.47803,..,..,6.44868,..,..,..,..
San Marino,SMR,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,2003,YR2003,..,..,29347,123.36893,..,..,7.40197,..,96.70422,..,..
Saudi Arabia,SAU,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,2003,YR2003,..,..,1287093,76.04982,..,..,4.57019,..,65.72499,..,..
Serbia,SRB,2003,YR2003,..,..,332730,101.06524,..,..,4.04261,..,..,..,..
Seychelles,SYC,2003,YR2003,..,..,9477,106.26822,..,..,6.34993,..,99.42743,..,..
Sierra Leone,SLE,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,2003,YR2003,..,..,270004,98.50422,..,..,3.84996,..,92.19749,..,..
Slovenia,SVN,2003,YR2003,..,..,87085,110.76275,100,100,4.47116,..,97.9726,100,..
Solomon Islands,SLB,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,2003,YR2003,..,..,7470476,105.42637,..,..,7.36953,..,93.51398,..,..
South Sudan,SSD,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,2003,YR2003,..,..,2488319,103.42386,100,100,6.19365,..,99.98894,96.7,..
Sri Lanka,LKA,2003,YR2003,..,..,1667994,102.78082,..,..,5.13647,..,99.61839,..,..
St. Kitts and Nevis,KNA,2003,YR2003,..,..,6401,107.47146,..,..,7.52549,..,98.06917,..,..
St. Lucia,LCA,2003,YR2003,..,..,24573,103.43913,..,..,7.24882,..,98.75144,..,..
St. Martin (French part),MAF,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2003,YR2003,..,..,18629,119.34017,..,..,8.35817,..,99.40047,..,..
Sudan,SDN,2003,YR2003,..,..,2912529,61.0954,..,..,3.66572,..,..,..,..
